id,date,input,voters,imgur_id
1799,"2016-08-29 18:25:18.792",up,"[""44444034""]",3cFDGN1
1800,"2016-08-29 18:34:36.446",up,[],TiHY1YI
1801,"2016-08-29 18:43:01.814",up,"[""52885881"", ""43605428""]",imsNk64
1802,"2016-08-29 18:52:10.485",up,"[""52885881""]",7CstnWx
1803,"2016-08-29 19:04:07.417",left,"[""39288809"", ""133039630""]",4WVcZ3g
1804,"2016-08-29 19:11:17.352",up,"[""43350945""]",uiWZ0Rl
1805,"2016-08-29 19:26:25.180",a,[],GOAWnLT
1806,"2016-08-29 19:37:21.898",a,"[""96000843"", ""57241061""]",pqrtvAG
1807,"2016-08-29 19:48:21.871",a,"[""84475776"", ""44444034""]",86XvhIR
1808,"2016-08-29 20:00:42.697",a,"[""84475776"", ""121636600"", ""67011066"", ""58031234"", ""37740889""]",3tnDwsH
1809,"2016-08-29 20:11:50.287",a,"[""84475776"", ""57827469""]",HkgxJ4D
1810,"2016-08-29 20:18:47.016",a,"[""37746515"", ""57023317""]",lZkFkEy
1811,"2016-08-29 20:27:17.660",a,"[""121636600"", ""48512193"", ""96315891"", ""69817152""]",hG06mCt
1812,"2016-08-29 20:40:36.576",up,"[""121636600""]",nCCXlxi
1813,"2016-08-29 20:51:47.610",up,"[""44444034"", ""38645535"", ""47697092"", ""35672781"", ""37312407""]",Qi70Zbj
1814,"2016-08-29 21:04:46.178",up,"[""128006756"", ""56868751""]",XotcyNi
1815,"2016-08-29 21:13:34.785",left,"[""121636600"", ""127648250"", ""112265911""]",9wY8Sj7
1816,"2016-08-29 21:21:48.837",left,"[""56868751""]",RrQ1UOQ
1817,"2016-08-29 21:30:47.800",left,"[""131092657"", ""123326028""]",phqXmRs
1818,"2016-08-29 21:40:50.753",select,"[""91547570"", ""68507431""]",7cQh8br
1819,"2016-08-29 21:49:18.702",a,"[""132638728"", ""31570488"", ""68617283"", ""70476966""]",DQ1QIqO
1820,"2016-08-29 21:58:15.982",left,"[""69817152"", ""105784306"", ""76366130"", ""69535023""]",nPXfEjT
1821,"2016-08-29 22:11:01.074",a,"[""133487034"", ""105784306"", ""108078927""]",KFjaETO
1822,"2016-08-29 22:19:52.409",a,"[""70665299"", ""126456459""]",GsculG0
1823,"2016-08-29 22:31:37.200",right,"[""58247358""]",yV69Mzv
1824,"2016-08-29 22:41:11.103",a,"[""81569633"", ""107262513""]",I6WCdVa
1825,"2016-08-29 22:50:17.836",a,"[""132847481"", ""99800350""]",Ki9aJ7f
1826,"2016-08-29 23:04:07.924",a,"[""88370053"", ""64631543""]",Ddv4Egp
1827,"2016-08-29 23:13:33.036",a,"[""55862765"", ""129394559""]",zH1An51
1828,"2016-08-29 23:21:26.228",a,"[""123835074"", ""26204263""]",z2AQsxV
1829,"2016-08-29 23:30:58.501",left,"[""40601862"", ""63167399""]",laovrAh
1830,"2016-08-29 23:39:15.829",left,"[""49020451"", ""43554374"", ""105597927"", ""53804633"", ""91598362"", ""57860394""]",vhyBK1a
1831,"2016-08-29 23:47:36.247",left,"[""18835102""]",ZCYzEHv
1832,"2016-08-29 23:57:09.375",up,"[""23726579"", ""51989572""]",wXXzCjW
1833,"2016-08-30 00:08:09.309",up,"[""122692480"", ""86293154"", ""63813413"", ""57193151""]",MuD73Ab
1834,"2016-08-30 00:19:15.517",up,"[""124867548"", ""59560501""]",jba1NVH
1835,"2016-08-30 00:27:40.722",up,"[""64856800"", ""38449546"", ""110725789"", ""35918797"", ""129394559""]",9qGlyCL
1836,"2016-08-30 00:37:19.814",left,"[""57128680"", ""115048369""]",qAF72Ls
1837,"2016-08-30 00:46:25.788",left,"[""18756494""]",68YHEdR
1838,"2016-08-30 00:54:37.071",up,"[""79196704""]",c68g10D
1839,"2016-08-30 01:05:33.908",up,"[""82229730"", ""70665299"", ""18756494""]",tCbSmim
1840,"2016-08-30 01:14:31.223",down,"[""39288809"", ""82229730"", ""43878958"", ""18835102"", ""93821629""]",IbMb0ev
1841,"2016-08-30 01:23:43.555",down,"[""69939872""]",8hBBMDE
1842,"2016-08-30 01:32:04.726",down,"[""54377128""]",RKRSYEs
1843,"2016-08-30 01:43:33.075",down,"[""49261568"", ""82229730"", ""68617283""]",raaciiz
1844,"2016-08-30 01:52:01.722",down,[],ZC6lSSk
1845,"2016-08-30 01:59:55.898",down,"[""57791699"", ""132239687""]",rSPXmdj
1846,"2016-08-30 02:11:16.932",down,[],sGhBz7F
1847,"2016-08-30 02:19:55.711",down,"[""104492548"", ""55862765""]",LbmzqKU
1848,"2016-08-30 02:28:28.642",down,"[""39972328"", ""91598362"", ""81757429""]",G0ZKzRY
1849,"2016-08-30 02:38:56.223",down,"[""39972328""]",YfQOEHz
1850,"2016-08-30 02:49:26.700",a,[],dCbftEc
1851,"2016-08-30 02:58:06.405",right,"[""50100763"", ""129123847""]",MybHQpw
1852,"2016-08-30 03:09:38.429",a,"[""82229730""]",avVK6jU
1853,"2016-08-30 03:18:42.562",a,"[""57099056"", ""83846135"", ""57008919""]",S7NoSrX
1854,"2016-08-30 03:27:01.801",a,"[""57099056"", ""82497202"", ""57827469""]",c6d5b2i
1855,"2016-08-30 03:38:09.139",a,"[""82229730""]",6tynpxg
1856,"2016-08-30 03:50:22.502",a,"[""118393334""]",iFLuf0E
1857,"2016-08-30 03:59:11.226",a,"[""20087417"", ""57008919""]",xaD9N1g
1858,"2016-08-30 04:12:02.426",a,[],qiIDvMx
1859,"2016-08-30 04:24:29.558",right,"[""49641146"", ""52099275"", ""62835098""]",gFcWEBG
1860,"2016-08-30 04:33:37.945",a,"[""82229730""]",LzriR5q
1861,"2016-08-30 04:40:37.495",right,"[""82229730"", ""89788398""]",HiyRrSF
1862,"2016-08-30 04:49:41.721",right,"[""133514389"", ""95625950"", ""105597927""]",gO1vbGZ
1863,"2016-08-30 04:59:49.219",right,"[""32097439""]",bOpMBTC
1864,"2016-08-30 05:11:27.987",a,"[""57008919""]",PwAVJqa
1865,"2016-08-30 05:19:45.863",a,"[""63828812"", ""80711734""]",Dz1k81u
1866,"2016-08-30 05:28:03.585",down,[],mN2suXG
1867,"2016-08-30 05:35:26.230",down,[],VATN2Vc
1868,"2016-08-30 05:46:20.553",right,"[""57293820""]",3Mge52w
1869,"2016-08-30 05:53:40.667",right,"[""44401624""]",eAdKwuc
1870,"2016-08-30 06:06:42.628",a,[],WlUY3oL
1871,"2016-08-30 06:18:50.411",start,"[""9481981"", ""121307303""]",muCJQQp
1872,"2016-08-30 06:29:09.391",a,"[""39400233"", ""56384855""]",9JoHVem
1873,"2016-08-30 06:36:50.697",down,"[""56384855""]",xBxqpUH
1874,"2016-08-30 06:44:58.216",down,"[""60253223""]",UpZm0eY
1875,"2016-08-30 06:52:11.174",down,"[""31169908""]",LAGk58U
1876,"2016-08-30 07:04:20.363",down,[],83AVTtT
1877,"2016-08-30 07:15:27.568",left,"[""92286811""]",Zyu8Q4c
1878,"2016-08-30 07:26:49.246",left,"[""87736177"", ""77116942""]",UKhQH2h
1879,"2016-08-30 07:34:55.650",left,"[""81028951""]",wQHywk9
1880,"2016-08-30 07:43:41.787",left,"[""18007368"", ""82229730"", ""132541850""]",gKVZHEL
1881,"2016-08-30 07:54:48.883",left,[],CKi6wde
1882,"2016-08-30 08:05:53.948",left,"[""133520066"", ""77116942""]",VbB0IxF
1883,"2016-08-30 08:14:45.738",left,[],KqTDP4R
1884,"2016-08-30 08:23:18.904",left,[],pg9efH2
1885,"2016-08-30 08:32:45.193",left,[],NNs1L2C
1886,"2016-08-30 08:42:45.824",left,"[""99094701""]",JXll4jn
1887,"2016-08-30 08:52:08.058",left,"[""26204263""]",k0U7idn
1888,"2016-08-30 09:04:48.893",left,[],a6ftok2
1889,"2016-08-30 09:15:19.854",left,"[""74703993"", ""56861516""]",AvaK6Dr
1890,"2016-08-30 09:25:41.834",left,"[""82229730"", ""60680173""]",CFitT0Z
1891,"2016-08-30 09:32:52.088",left,"[""59157753""]",JOGBOuS
1892,"2016-08-30 09:42:00.388",left,"[""88880840"", ""57009501""]",m9l5xGE
1893,"2016-08-30 09:55:05.467",left,"[""31169908""]",ChHi4cG
1894,"2016-08-30 10:06:54.879",left,[],75QRJHc
1895,"2016-08-30 10:18:14.261",a,[],9TowkD4
1896,"2016-08-30 10:28:34.018",down,"[""26423248""]",BCHs95R
1897,"2016-08-30 10:38:47.919",right,[],pcjl1kO
1898,"2016-08-30 10:49:25.141",down,"[""48512193""]",hmbiBNb
1899,"2016-08-30 10:59:19.220",down,"[""39400233"", ""132681321""]",zmAxBx8
1900,"2016-08-30 11:11:53.569",down,"[""59157753"", ""82229730"", ""40761218""]",WGeHHK6
1901,"2016-08-30 11:20:20.854",left,"[""86342666"", ""56860276"", ""95625950"", ""91854127""]",FRTH8lY
1902,"2016-08-30 11:29:29.354",left,"[""47890800"", ""107262513""]",znfb8YF
1903,"2016-08-30 11:41:07.415",left,[],4ELcYEk
1904,"2016-08-30 11:49:23.202",left,[],rDNVh4H
1905,"2016-08-30 11:58:45.129",left,"[""82229730""]",f0zl0Nf
1906,"2016-08-30 12:11:21.748",left,"[""43691865""]",gumR1qP
1907,"2016-08-30 12:20:25.045",a,"[""57351763"", ""94395791""]",lCsTZHi
1908,"2016-08-30 12:28:31.512",a,"[""101779693""]",lqAaBvD
1909,"2016-08-30 12:34:40.972",up,"[""39400233"", ""44653618"", ""82229730"", ""79273349"", ""101779693""]",pHFjpXh
1910,"2016-08-30 12:42:48.894",up,"[""43350945""]",YzYJfxm
1911,"2016-08-30 12:49:41.298",up,"[""57058233"", ""82229730""]",7VP60AT
1912,"2016-08-30 12:58:12.147",up,[],tEDJTWi
1913,"2016-08-30 13:12:16.686",up,"[""39952448"", ""49261568""]",iBOuacs
1914,"2016-08-30 13:22:38.717",up,"[""82229730"", ""61482651"", ""31169908""]",PdMlM8M
1915,"2016-08-30 13:33:26.939",up,"[""69817152""]",sb7XFJ8
1916,"2016-08-30 13:40:07.638",up,[],8GzFXoN
1917,"2016-08-30 13:44:48.241",a,[],RwaGHJF
1918,"2016-08-30 13:53:07.087",a,[],KMrTKdn
1919,"2016-08-30 14:06:32.979",a,"[""64795800"", ""58247358""]",FOZkiQZ
1920,"2016-08-30 14:23:53.607",a,"[""57286635"", ""61525575""]",N3W31J5
1921,"2016-08-30 14:31:37.254",a,"[""22436805"", ""43550405""]",iIIdP1w
1922,"2016-08-30 14:41:33.066",a,[],K1rffUD
1923,"2016-08-30 14:50:24.129",a,"[""94031371""]",In946WF
1924,"2016-08-30 14:57:57.579",up,"[""45737472"", ""62054873"", ""57068274"", ""97552430""]",Mqs2UTh
1925,"2016-08-30 15:09:36.510",up,"[""45737472"", ""59157753"", ""93714196"", ""108052799""]",spfshfl
1926,"2016-08-30 15:19:37.290",up,[],0ggHqoq
1927,"2016-08-30 15:29:12.828",right,"[""104328768"", ""70723162"", ""30570628"", ""132980826"", ""25627254""]",qEU5kZz
1928,"2016-08-30 15:39:12.269",right,"[""43570175""]",mHeicvT
1929,"2016-08-30 15:48:00.639",right,[],D0NLRpS
1930,"2016-08-30 15:56:23.932",right,[],fzXBNu2
1931,"2016-08-30 16:09:48.084",right,"[""118905000""]",Ll76UzR
1932,"2016-08-30 16:16:07.040",up,"[""39288809"", ""57860394"", ""69142129""]",y3WOYgU
1933,"2016-08-30 16:28:11.772",a,"[""105247430"", ""30757255""]",PpccwPi
1934,"2016-08-30 16:36:37.772",a,"[""57099056"", ""119491916""]",hl6qpxw
1935,"2016-08-30 16:46:38.780",a,"[""93714196"", ""30570628"", ""78957894"", ""30757255""]",csQt5yT
1936,"2016-08-30 16:55:43.686",a,"[""46118126"", ""123993807""]",TafO1vW
1937,"2016-08-30 17:08:22.551",a,[],45pLPwH
1938,"2016-08-30 17:19:07.817",right,"[""127943090""]",HSc9RQj
1939,"2016-08-30 17:31:03.622",a,"[""37932028""]",wXwVpoa
1940,"2016-08-30 17:39:41.133",a,"[""62054873"", ""133151074""]",MUn2Vho
1941,"2016-08-30 17:47:33.481",a,"[""78957894"", ""37312407"", ""98180008"", ""123910330"", ""56861516"", ""57193151""]",RioDZL8
1942,"2016-08-30 17:55:52.371",a,"[""57220153"", ""123910330"", ""40910901"", ""59749735""]",141dNTN
1943,"2016-08-30 18:09:09.135",a,"[""24976509""]",YsAWYWU
1944,"2016-08-30 18:15:37.809",a,"[""57293820"", ""59314356"", ""39288809""]",G7GYD7w
1945,"2016-08-30 18:24:27.539",a,"[""114297737"", ""67011066"", ""39127626"", ""133039630""]",HfOjra4
1946,"2016-08-30 18:32:43.821",a,[],dakMOHE
1947,"2016-08-30 18:39:10.228",a,"[""71781585"", ""47718369""]",lmHcUEX
1948,"2016-08-30 18:50:03.021",b,"[""57827469"", ""123910330"", ""25995973"", ""44444034"", ""129394559""]",AqHUAW9
1949,"2016-08-30 19:00:11.946",right,"[""24138835"", ""85836828""]",osLflMk
1950,"2016-08-30 19:14:32.069",a,"[""79434664"", ""64856800"", ""57039339"", ""40601862"", ""123993807""]",YdFTroy
1951,"2016-08-30 19:30:57.481",a,"[""90608924"", ""57827469"", ""38488871""]",gAKpDcP
1952,"2016-08-30 19:39:08.712",a,"[""128631800""]",RKyWjg6
1953,"2016-08-30 19:49:22.412",down,"[""88370053"", ""127315790""]",nfTfn8L
1954,"2016-08-30 19:57:07.431",select,"[""80100383"", ""57827469"", ""118892183""]",p2JSPPd
1955,"2016-08-30 20:10:46.169",a,"[""76856993"", ""58031234"", ""61357205"", ""65552408"", ""57519610"", ""124867548"", ""78428218""]",DMZx7Qa
1956,"2016-08-30 20:19:04.319",a,"[""81757429""]",cumppIz
1957,"2016-08-30 20:27:57.620",a,"[""34319881"", ""59197298"", ""68617283"", ""57827469"", ""82484903""]",nEjmlYS
1958,"2016-08-30 20:35:48.451",a,"[""40134026"", ""60760818""]",dbXD4Pi
1959,"2016-08-30 20:44:46.568",a,"[""42234456"", ""57023317"", ""56939029""]",xzA7gol
1960,"2016-08-30 20:55:02.625",b,"[""57293820""]",zmB9STC
1961,"2016-08-30 21:08:24.173",down,"[""42234456"", ""122374412""]",JQXkMG5
1962,"2016-08-30 21:18:55.938",a,"[""35793543"", ""131468231""]",WM405Fy
1963,"2016-08-30 21:29:41.424",right,"[""47942344"", ""79865010"", ""50105861"", ""85105662"", ""52355789""]",1bpzBwq
1964,"2016-08-30 21:37:49.752",down,"[""57031616"", ""120394914"", ""47350884"", ""133089750""]",JJneF8l
1965,"2016-08-30 21:44:42.257",a,"[""79865010""]",tZKtTRq
1966,"2016-08-30 21:54:49.594",a,"[""118905000"", ""74900717""]",W29nRQf
1967,"2016-08-30 22:05:39.211",a,"[""50759178"", ""57603836""]",afrhqgs
1968,"2016-08-30 22:14:31.191",a,"[""57827469""]",etGMsSt
1969,"2016-08-30 22:22:47.859",a,"[""120105392"", ""32410376"", ""121307303"", ""39261176"", ""85105662"", ""56868751""]",LJFWTiF
1970,"2016-08-30 22:30:35.318",a,"[""39261176"", ""86130691"", ""22026990""]",Bca3c6x
1971,"2016-08-30 22:38:43.921",a,"[""117492657"", ""48877565"", ""43589785""]",FgRfvQN
1972,"2016-08-30 22:47:02.392",a,"[""113969389"", ""129394559""]",WM1Einm
1973,"2016-08-30 22:56:28.936",a,[],bvAGX6I
1974,"2016-08-30 23:09:06.236",b,"[""98540329""]",DzkQAb9
1975,"2016-08-30 23:16:59.979",a,"[""132400938"", ""93714196""]",a9VHJ0C
1976,"2016-08-30 23:26:26.649",a,"[""132400938"", ""15184907"", ""74900717""]",lQ3MWOK
1977,"2016-08-30 23:36:10.831",a,"[""132400938""]",PXNAoi7
1978,"2016-08-30 23:44:54.304",a,[],x8aQmcY
1979,"2016-08-30 23:53:21.903",a,"[""91947046"", ""78957894""]",5x7pGPl
1980,"2016-08-31 00:05:47.781",a,"[""52440963"", ""116249916""]",0k6TMcy
1981,"2016-08-31 00:13:16.030",a,[],4VAlL4G
1982,"2016-08-31 00:26:53.993",right,[],QO7b8ff
1983,"2016-08-31 00:37:30.225",a,"[""68617283""]",LWAdyjg
1984,"2016-08-31 00:46:15.007",b,[],qwCAyVV
1985,"2016-08-31 00:56:33.588",a,"[""18007368"", ""123644972"", ""90441797""]",Qqm1pCv
1986,"2016-08-31 01:09:34.652",a,"[""47044715""]",3e75l0B
1987,"2016-08-31 01:18:40.897",a,"[""43550405"", ""97779478"", ""121307303"", ""29863368"", ""129394559"", ""56868751""]",TgCQpWW
1988,"2016-08-31 01:26:32.281",right,"[""67011066"", ""72549659"", ""43550405""]",C9VQ3NB
1989,"2016-08-31 01:38:18.488",a,"[""125135064"", ""77787385"", ""60207446"", ""113707945""]",giRmgHr
1990,"2016-08-31 01:53:16.303",a,"[""56786584"", ""130070467""]",P9RrZN3
1991,"2016-08-31 02:06:20.304",a,"[""57664317"", ""107824822""]",YfEdDhA
1992,"2016-08-31 02:14:40.269",a,"[""60207446"", ""44896215""]",1olJoJW
1993,"2016-08-31 02:24:09.576",a,"[""26204263""]",WdUbRth
1994,"2016-08-31 02:34:36.166",a,"[""118905000"", ""77787385""]",SGIbzz2
1995,"2016-08-31 02:47:40.467",down,"[""57099056"", ""96001713"", ""133225397"", ""49261568"", ""57008919"", ""25407136""]",g1XWT2v
1996,"2016-08-31 02:57:14.672",down,"[""133225397"", ""86503527"", ""24976509"", ""42514239""]",dEfRD3O
1997,"2016-08-31 03:09:22.438",down,"[""64631543""]",I84PjtS
1998,"2016-08-31 03:19:35.453",down,"[""31169908""]",Fh6893G
1999,"2016-08-31 03:29:37.393",down,"[""118905000"", ""72549659""]",DnS61xT
2000,"2016-08-31 03:37:47.883",down,"[""42490248"", ""18007368"", ""52099275"", ""31169908"", ""78957894""]",4CeaVsP
2001,"2016-08-31 03:47:41.954",left,"[""39457300""]",R7delzS
2002,"2016-08-31 03:56:28.395",left,[],lVOE2tG
2003,"2016-08-31 04:08:19.774",down,"[""43550405""]",HXHjrMm
2004,"2016-08-31 04:16:33.818",down,[],WxzLvDf
2005,"2016-08-31 04:25:13.325",down,[],nlXWw7S
2006,"2016-08-31 04:33:03.782",right,"[""57273948""]",JVXboEk
2007,"2016-08-31 04:41:13.725",a,"[""133590452""]",x6RlPH2
2008,"2016-08-31 04:49:35.504",a,"[""95077029""]",8wVIeaU
2009,"2016-08-31 04:59:22.599",right,[],OgrvqeB
2010,"2016-08-31 05:11:01.564",a,"[""83300181""]",oKzuihx
2011,"2016-08-31 05:21:07.338",a,"[""105597927""]",YJwjfyp
2012,"2016-08-31 05:31:41.517",a,[],MOBCL4x
2013,"2016-08-31 05:39:44.604",a,"[""88880840"", ""102274326""]",O6VzeCS
2014,"2016-08-31 05:49:21.527",a,"[""88880840""]",CbNtyac
2015,"2016-08-31 06:04:24.034",right,"[""58191817"", ""63813413""]",IDKr98q
2016,"2016-08-31 06:11:23.202",right,[],So9inYy
2017,"2016-08-31 06:19:40.615",right,"[""121268605""]",IRIPnMK
2018,"2016-08-31 06:28:08.473",right,"[""105597927"", ""26204263""]",rH3Gtx7
2019,"2016-08-31 06:38:10.823",left,[],RNrpWzq
2020,"2016-08-31 06:47:21.376",up,"[""57351763""]",OnsZhR8
2021,"2016-08-31 06:55:18.434",up,"[""114297737""]",bGS4HHc
2022,"2016-08-31 07:11:09.891",up,"[""127917313"", ""42511102""]",MZuC5th
2023,"2016-08-31 07:22:18.028",up,[],hxInBn0
2024,"2016-08-31 07:30:32.183",up,"[""61122075"", ""42511102""]",QnEbkSl
2025,"2016-08-31 07:38:36.025",a,[],LuEdBE7
2026,"2016-08-31 07:49:25.694",a,[],0JKxKl3
2027,"2016-08-31 07:58:20.958",a,"[""83897556""]",lPXAn2N
2028,"2016-08-31 08:10:13.194",a,"[""57351763""]",LYSke6k
2029,"2016-08-31 08:25:30.498",a,"[""42490248"", ""106366225""]",mDjTGO5
2030,"2016-08-31 08:34:21.489",down,"[""91884445""]",kK0WkgT
2031,"2016-08-31 08:44:15.075",down,"[""53405319""]",ZrfTi83
2032,"2016-08-31 08:55:05.914",down,[],dhaIiiZ
2033,"2016-08-31 09:06:35.745",down,[],2gimR7V
2034,"2016-08-31 09:15:41.512",down,"[""63874580"", ""70159901"", ""88404334""]",v8mAUL1
2035,"2016-08-31 09:26:57.084",right,"[""124273322"", ""70159901""]",p3dUjx0
2036,"2016-08-31 09:33:28.891",right,"[""57351763"", ""60253223""]",vtY3Nt0
2037,"2016-08-31 09:44:05.607",up,"[""44948882""]",5QRHwaO
2038,"2016-08-31 09:50:51.417",up,"[""53405319""]",y3g5vhK
2039,"2016-08-31 09:58:48.463",up,"[""53405319"", ""69535023""]",K1QGSRF
2040,"2016-08-31 10:13:03.194",up,[],M02VuGt
2041,"2016-08-31 10:20:14.045",up,"[""93797610"", ""57697327""]",cKhC9vQ
2042,"2016-08-31 10:28:36.573",left,"[""130968069"", ""91854127""]",bEjShVQ
2043,"2016-08-31 10:37:13.834",a,"[""56990776"", ""72549659""]",Yy7g8Pk
2044,"2016-08-31 10:44:50.283",a,"[""74790624""]",yW7COQV
2045,"2016-08-31 10:53:35.394",a,"[""56948476"", ""31725990""]",CEMp3Ec
2046,"2016-08-31 11:06:41.425",a,"[""56990776"", ""53982363"", ""85483151""]",VT3K5fX
2047,"2016-08-31 11:17:07.308",b,"[""133604157"", ""25240997""]",KwrNXuG
2048,"2016-08-31 11:26:41.970",b,"[""71653306""]",IHQ6Jrg
2049,"2016-08-31 11:37:03.794",down,"[""43350945"", ""56939029""]",uMLDoAj
2050,"2016-08-31 11:46:28.259",a,"[""29977597""]",7ba3chu
2051,"2016-08-31 11:57:08.831",left,"[""126879218""]",yMgtt0k
2052,"2016-08-31 12:09:03.245",left,"[""60649793""]",79ea0GS
2053,"2016-08-31 12:16:57.125",a,"[""126879218"", ""65730055""]",HrRj3C3
2054,"2016-08-31 12:26:00.037",b,[],zv4u3IX
2055,"2016-08-31 12:35:23.907",b,[],Koq7qfY
2056,"2016-08-31 12:44:47.755",a,"[""56057080"", ""62007161"", ""57286635"", ""57241061""]",vhEABmX
2057,"2016-08-31 12:54:42.775",down,[],Ktp97Mv
2058,"2016-08-31 13:07:06.421",a,[],HD1GpDy
2059,"2016-08-31 13:14:59.756",up,"[""133246321"", ""29977597"", ""57544534"", ""57423855""]",TuF3BW9
2060,"2016-08-31 13:25:33.576",a,"[""114297737"", ""133351211"", ""95077029""]",EHfRPfc
2061,"2016-08-31 13:37:53.761",a,[],faaP9IB
2062,"2016-08-31 13:49:39.134",b,"[""61111820"", ""31169908"", ""60349359""]",ys9jFwj
2063,"2016-08-31 13:59:04.649",b,"[""47697092""]",CPSxYNr
2064,"2016-08-31 14:14:48.119",b,"[""39972328"", ""40258962""]",4rhCi1H
2065,"2016-08-31 14:29:46.653",b,"[""127882906"", ""29190957""]",sx6X2xx
2066,"2016-08-31 14:39:03.930",down,[],16KP7rq
2067,"2016-08-31 14:49:03.835",down,"[""58386464""]",4SRcmvS
2068,"2016-08-31 15:00:26.502",down,"[""288456"", ""58031234"", ""44653618"", ""91947046"", ""111156431""]",eHIb0pG
2069,"2016-08-31 15:14:25.089",down,[],FHXFmZV
2070,"2016-08-31 15:23:47.007",down,"[""107304730""]",BV8hh4c
2071,"2016-08-31 15:32:49.385",right,"[""69817152"", ""105496016"", ""133604157"", ""43438455""]",vkGi3DH
2072,"2016-08-31 15:42:17.331",right,"[""58031234"", ""129394559""]",5SlMKAW
2073,"2016-08-31 15:54:06.180",select,"[""57710864"", ""98529106"", ""87643915"", ""90331807""]",gOkjE3f
2074,"2016-08-31 16:06:16.352",a,"[""77787385"", ""93714196""]",8osnhLu
2075,"2016-08-31 16:14:43.498",up,"[""86339624""]",4UBvUoQ
2076,"2016-08-31 16:24:06.352",up,[],arMhrig
2077,"2016-08-31 16:32:47.701",up,"[""65552408"", ""47718369""]",JY6eMPf
2078,"2016-08-31 16:41:06.421",up,"[""81665439""]",efk6E0R
2079,"2016-08-31 16:51:30.151",up,"[""54750144"", ""70386874""]",WNLLRFB
2080,"2016-08-31 17:00:17.111",up,"[""47718369""]",OkZwiT1
2081,"2016-08-31 17:12:15.892",up,[],HhngWWp
2082,"2016-08-31 17:20:34.805",up,"[""9562001"", ""37196710""]",XklKum3
2083,"2016-08-31 17:31:26.886",up,"[""69817152""]",mfzzAyP
2084,"2016-08-31 17:40:11.975",up,"[""127917313"", ""59411980""]",pprZ89s
2085,"2016-08-31 17:47:46.436",up,"[""114017104""]",AU4HCdl
2086,"2016-08-31 17:56:10.860",left,"[""55286348""]",fNDFArr
2087,"2016-08-31 18:09:25.213",left,"[""37746515"", ""48017419""]",QGWnfrv
2088,"2016-08-31 18:19:51.604",left,"[""80003272"", ""127943090"", ""81665439""]",SyCpiOs
2089,"2016-08-31 18:30:53.897",left,"[""57603836"", ""121268605"", ""125815415""]",3tdrrFv
2090,"2016-08-31 18:41:21.558",left,"[""68617283"", ""127404388"", ""57286635""]",7MG73JB
2091,"2016-08-31 18:51:09.919",up,"[""120562514"", ""46028903"", ""122354008"", ""37740889"", ""67011066"", ""125815415"", ""38645535""]",RdZt3Zm
2092,"2016-08-31 18:59:31.738",up,"[""63813413""]",UA3ktwn
2093,"2016-08-31 19:15:52.032",left,"[""54667290"", ""57599307""]",pYV6FoQ
2094,"2016-08-31 19:28:35.527",left,"[""88310130"", ""127315790""]",HMcqJ0E
2095,"2016-08-31 19:38:33.076",left,"[""57072461"", ""133611015""]",5mGcaJk
2096,"2016-08-31 19:48:17.245",left,"[""79819347"", ""57827469"", ""30163671""]",D0cMlTY
2097,"2016-08-31 19:57:17.806",left,"[""82946554"", ""57827469""]",ZGexSqa
2098,"2016-08-31 20:11:43.482",left,"[""71883392"", ""27939485""]",LYx8CHx
2099,"2016-08-31 20:21:45.621",left,"[""94058734"", ""127315790""]",ZZ6UQO3
2100,"2016-08-31 20:31:51.554",left,"[""48512193"", ""133638610"", ""47697092"", ""57000318""]",BozujTs
2101,"2016-08-31 20:41:47.549",left,"[""67011066"", ""95278399""]",zbhh1rE
2102,"2016-08-31 20:52:38.535",left,"[""114297737"", ""35918797"", ""72414861""]",2spOYeN
2103,"2016-08-31 21:00:04.533",left,"[""69817152""]",vw8lbBB
2104,"2016-08-31 21:13:13.081",left,"[""91884445""]",ixC6qNW
2105,"2016-08-31 21:24:20.704",left,"[""46479219"", ""107305884"", ""91884445""]",7LhkQMB
2106,"2016-08-31 21:33:21.968",left,[],eTpituU
2107,"2016-08-31 21:40:30.786",left,[],G3jERXg
2108,"2016-08-31 21:50:57.025",left,"[""43550405"", ""29977597""]",I7GWTCT
2109,"2016-08-31 22:04:41.739",up,"[""52440963"", ""43550405""]",zsYsYXV
2110,"2016-08-31 22:14:13.016",up,"[""83469793"", ""82229730"", ""54371946""]",1CAk6Ip
2111,"2016-08-31 22:24:30.116",a,"[""57827469"", ""25627254""]",cM3x1XT
2112,"2016-08-31 22:32:52.760",a,[],pTg1PDz
2113,"2016-08-31 22:39:33.724",right,"[""57099056"", ""133649384"", ""25627254"", ""133636263""]",Qmhw1Jl
2114,"2016-08-31 22:47:57.927",a,"[""61529016"", ""108919297"", ""43550405"", ""63813413""]",pi3zGfb
2115,"2016-08-31 22:56:16.452",right,"[""9562001"", ""133638610"", ""25627254"", ""97013129"", ""18835102"", ""118995023""]",TwqhO53
2116,"2016-08-31 23:11:58.445",down,"[""63813413""]",rl047JQ
2117,"2016-08-31 23:18:16.482",a,"[""92896579"", ""56948476"", ""123993807""]",75cboyL
2118,"2016-08-31 23:28:48.012",a,[],v6dBYgQ
2119,"2016-08-31 23:40:26.269",right,"[""97609245"", ""25627254""]",DA69CxD
2120,"2016-08-31 23:50:23.498",right,"[""86130691"", ""100361663""]",SRhLu7E
2121,"2016-08-31 23:58:47.185",right,"[""116727426""]",RyGJURG
