id,recorded_at,created_at,length,published_at,title,broadcast_type,views
30251489,2014-05-05T06:40:01Z,2014-10-09T00:37:36Z,160,2014-10-09T00:37:35.618873Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,31
30254258,2014-05-05T06:46:02Z,2014-05-05T07:18:06Z,312776,2014-05-05T07:18:05.855879Z,"Twitch Plays Pokemon (Platinum)",archive,910
39636365,2014-05-05T06:46:02Z,2014-05-05T06:46:02Z,91848,2014-05-05T06:46:02Z,"Twitch Plays Pokemon (Platinum)",highlight,242
30254228,2014-05-08T21:51:01Z,2014-05-08T22:23:24Z,535182,2014-05-08T22:23:23.797711Z,"Twitch Plays Pokemon (Platinum)",archive,709
39638073,2014-05-08T21:51:01Z,2014-05-08T21:51:01Z,150261,2014-05-08T21:51:01Z,"Twitch Plays Pokemon (Platinum)",highlight,215
30251855,2014-05-15T04:12:04Z,2014-10-09T04:35:58Z,22011,2014-10-09T04:35:57.753742Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,100
30253843,2014-05-15T10:41:44Z,2014-05-15T10:51:36Z,508,2014-05-15T10:51:36.359876Z,"Twitch Plays Pokemon (Platinum)",archive,89
43379062,2014-05-15T10:41:44Z,2014-09-04T04:33:13Z,508,2014-09-04T04:33:13.459676Z,"Twitch Plays Pokemon (Platinum)",highlight,56
30251820,2014-05-15T10:51:17Z,2014-10-09T04:45:22Z,296024,2014-10-09T04:45:22.173207Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,88
30254155,2014-05-18T21:35:59Z,2014-05-18T22:08:06Z,99704,2014-05-18T22:08:06.345245Z,"Twitch Plays Pokemon (Platinum)",archive,362
43379826,2014-05-18T21:35:59Z,2014-09-04T04:33:32Z,34201,2014-09-04T04:33:32.479936Z,"Twitch Plays Pokemon (Platinum)",highlight,249
30254157,2014-05-20T01:22:19Z,2014-05-20T01:54:29Z,51402,2014-05-20T01:54:29.236611Z,"Twitch Plays Pokemon (Intermission)",archive,627
43380042,2014-05-20T01:22:19Z,2014-09-04T04:33:49Z,12603,2014-09-04T04:33:48.86428Z,"Twitch Plays Pokemon (Platinum)",highlight,126
30251167,2014-05-20T16:19:49Z,2014-10-10T20:51:34Z,11180,2014-10-10T20:51:34.392618Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,100
30253930,2014-05-20T19:26:42Z,2014-05-20T19:59:15Z,3048,2014-05-20T19:59:15.291285Z,"Twitch Plays Pokemon (Intermission)",archive,180
43379817,2014-05-20T19:26:42Z,2014-09-04T04:34:12Z,3048,2014-09-04T04:34:11.931321Z,"Twitch Plays Pokemon (Intermission)",highlight,715
30251427,2014-05-20T20:18:08Z,2014-10-09T07:49:28Z,424,2014-10-09T07:49:28.08699Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,53
30251893,2014-05-20T20:25:47Z,2014-10-09T07:50:55Z,200696,2014-10-09T07:50:55.360041Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,61
30254087,2014-05-23T04:34:18Z,2014-05-23T05:06:55Z,80057,2014-05-23T05:06:55.184059Z,"Twitch Plays Pokemon (HeartGold) p3",archive,233
43379655,2014-05-23T04:34:18Z,2014-09-04T04:34:34Z,17363,2014-09-04T04:34:33.914485Z,"Twitch Plays Pokemon (Intermission)",highlight,283
30251798,2014-05-24T03:32:33Z,2014-10-09T10:56:41Z,54496,2014-10-09T10:56:40.858771Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,97
30254076,2014-06-11T10:31:41Z,2014-06-11T11:03:55Z,54754,2014-06-11T11:03:55.446172Z,"Twitch Plays Pokemon (Intermission)",archive,713
43379562,2014-06-11T10:31:41Z,2014-09-04T04:34:54Z,54754,2014-09-04T04:34:53.63288Z,"Twitch Plays Pokemon (HeartGold) p3",highlight,367
30254002,2014-06-12T01:44:34Z,2014-06-12T02:16:37Z,265170,2014-06-12T02:16:37.004835Z,"Twitch Plays Pokemon (Black) p1",archive,491
39645632,2014-06-12T02:08:40Z,2014-06-12T02:08:40Z,263730,2014-06-12T02:08:40Z,"Twitch Plays Pokemon (Intermission)",highlight,86
48893983,2014-06-15T03:24:48Z,2014-09-04T04:35:29Z,1106319,2014-09-04T04:35:28.642584Z,"Twitch Plays Pokemon (Black) p1",highlight,1214
30250964,2014-06-27T22:46:25Z,2014-10-09T22:16:22Z,62,2014-10-09T22:16:22.379356Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,26
30251617,2014-06-27T22:47:55Z,2014-10-09T22:17:34Z,29346,2014-10-09T22:17:34.302487Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,76
30251330,2014-06-28T07:01:23Z,2014-10-09T22:34:40Z,377914,2014-10-09T22:34:40.438859Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,89
30251406,2014-07-02T17:31:02Z,2014-10-10T02:15:49Z,105731,2014-10-10T02:15:48.872151Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,13
30251286,2014-07-03T23:23:31Z,2014-10-10T03:37:01Z,184318,2014-10-10T03:37:00.637235Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,19
30251271,2014-07-06T02:35:52Z,2014-10-10T05:42:12Z,648631,2014-10-10T05:42:12.489064Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,114
30250902,2014-07-13T19:13:42Z,2014-10-10T18:37:34Z,656,2014-10-10T18:37:33.821752Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,17
30251126,2014-07-13T20:48:18Z,2014-10-10T21:54:23Z,31150,2014-10-10T21:54:23.121044Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,66
30251019,2014-07-14T05:29:03Z,2014-10-10T22:13:57Z,386944,2014-10-10T22:13:57.29835Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,40
30250730,2014-07-18T17:57:13Z,2014-10-11T01:24:01Z,3089,2014-10-11T01:24:00.858301Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,22
30250424,2014-07-18T18:49:14Z,2014-10-11T01:24:41Z,203,2014-10-11T01:24:40.64978Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,12
30250628,2014-07-18T18:56:06Z,2014-10-11T01:25:17Z,1606,2014-10-11T01:25:17.071903Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,15
30250832,2014-07-18T19:24:03Z,2014-10-11T01:25:59Z,384103,2014-10-11T01:25:59.465721Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,194
30253941,2014-07-23T06:42:59Z,2014-07-23T07:15:09Z,171400,2014-07-23T07:15:08.833838Z,"Twitch Plays Pokemon (Black 2) Part 9",archive,1200
43379689,2014-07-23T06:42:59Z,2014-09-04T04:35:47Z,171400,2014-09-04T04:35:47.135076Z,"Twitch Plays Pokemon (Black 2) Part 9",highlight,555
30253736,2014-07-25T06:20:29Z,2014-07-25T06:52:27Z,41839,2014-07-25T06:52:27.475412Z,"Twitch Plays Pokemon (Black 2) Part 10",archive,626
43379276,2014-07-25T06:20:29Z,2014-09-04T04:36:03Z,41839,2014-09-04T04:36:02.932637Z,"Twitch Plays Pokemon (Black 2) Part 10",highlight,175
30253747,2014-07-25T17:58:32Z,2014-07-25T18:30:28Z,120638,2014-07-25T18:30:27.860554Z,"Twitch Plays Pokemon (Black 2) Part 11",archive,561
43379183,2014-07-25T17:58:32Z,2014-09-04T04:36:30Z,120638,2014-09-04T04:36:29.647925Z,"Twitch Plays Pokemon (Black 2) Part 11",highlight,1124
30250110,2014-07-27T03:29:34Z,2014-10-14T01:04:59Z,49,2014-10-14T01:04:58.609157Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,753
30253660,2014-07-27T03:30:29Z,2014-07-27T04:02:36Z,152945,2014-07-27T04:02:36.486431Z,"Twitch Plays Pokemon (Pokemon X) Part 2",archive,1069
43379917,2014-07-27T03:30:29Z,2014-09-04T04:36:58Z,152945,2014-09-04T04:36:58.374618Z,"Twitch Plays Pokemon (Pokemon X) Part 2",highlight,2459
30250292,2014-07-28T22:01:03Z,2014-10-11T04:19:35Z,30,2014-10-11T04:19:35.116304Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,52
30250592,2014-07-28T22:01:41Z,2014-10-11T04:20:13Z,193629,2014-10-11T04:20:13.126388Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,146
30250499,2014-07-31T04:43:31Z,2014-10-11T05:41:46Z,44834,2014-10-11T05:41:45.639197Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,37
30250587,2014-07-31T17:11:40Z,2014-10-11T06:02:34Z,39833,2014-10-11T06:02:33.757202Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,31
30250244,2014-08-01T04:16:20Z,2014-10-11T06:21:06Z,18,2014-10-11T06:21:06.177949Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,128
30250223,2014-08-01T04:16:43Z,2014-10-11T06:21:09Z,33,2014-10-11T06:21:09.060591Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,163
30253595,2014-08-01T04:17:21Z,2014-08-01T04:49:23Z,155774,2014-08-01T04:49:23.153642Z,"Twitch Plays Pokemon (Pokemon X) Part 9",archive,685
43379081,2014-08-01T04:17:21Z,2014-09-04T04:37:27Z,155774,2014-09-04T04:37:27.009409Z,"Twitch Plays Pokemon (Pokemon X) Part 9",highlight,649
30253567,2014-08-03T00:13:21Z,2014-08-03T00:45:16Z,99994,2014-08-03T00:45:16.395995Z,"Twitch Plays Pokemon (Pokemon X) Part 10",archive,1211
43379122,2014-08-03T00:13:21Z,2014-09-04T04:38:15Z,99994,2014-09-04T04:38:14.63635Z,"Twitch Plays Pokemon (Pokemon X) Part 10",highlight,1813
30250567,2014-08-04T04:01:13Z,2014-10-11T06:22:15Z,152338,2014-10-11T06:22:15.425931Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,357
30250361,2014-08-05T22:21:17Z,2014-10-11T07:45:05Z,3035,2014-10-11T07:45:04.977483Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,40
30253654,2014-08-05T23:12:47Z,2014-08-05T23:44:51Z,351993,2014-08-05T23:44:50.716731Z,"Twitch Plays Pokemon (Pokemon Stadium 2) Part 3",archive,1426
39647543,2014-08-05T23:12:47Z,2014-08-05T23:12:47Z,351993,2014-08-05T23:12:47Z,"Twitch Plays Pokemon (Pokemon Stadium 2) Part 3",highlight,446
30253473,2014-08-10T01:30:25Z,2014-08-10T02:01:04Z,1711,2014-08-10T02:01:03.924846Z,"Twitch Plays Pokemon (Pokemon Stadium 2) Part 4",archive,375
43379418,2014-08-10T01:30:25Z,2014-09-04T04:38:48Z,1711,2014-09-04T04:38:48.290156Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",highlight,1729
30253533,2014-08-12T08:12:50Z,2014-08-12T08:43:25Z,709777,2014-08-12T08:43:25.263638Z,"Twitch Plays Pokemon (Pokemon Stadium 2) Part 5",archive,507
39633063,2014-08-12T08:12:50Z,2014-08-12T08:12:50Z,709777,2014-08-12T08:12:50Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",highlight,2986
30253209,2014-09-04T17:50:31Z,2014-09-04T17:57:26Z,329,2014-09-04T17:57:26.117468Z,"Twitch Plays Pokemon (Pokemon Stadium 2) Part 6",archive,18
30253478,2014-09-04T18:02:59Z,2014-09-04T18:33:44Z,340747,2014-09-04T18:33:43.722677Z,"Twitch Plays Pokemon (Pokemon Stadium 2) Part 7",archive,66
30253297,2014-09-08T16:43:25Z,2014-09-08T17:13:58Z,5124,2014-09-08T17:13:57.983387Z,"Twitch Plays Pokemon (Pokemon Stadium 2) Part 8",archive,31
30253455,2014-09-26T10:26:41Z,2014-09-26T10:57:13Z,31738,2014-09-26T10:57:13.328864Z,"Twitch Plays Pokemon (Pokemon Stadium 2) Part 9",archive,12
30253487,2014-09-26T19:16:18Z,2014-09-26T19:46:55Z,142002,2014-09-26T19:46:54.532094Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,43
30253452,2014-09-28T10:54:27Z,2014-09-28T11:25:07Z,823424,2014-09-28T11:25:06.742004Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,535
30253314,2014-10-08T00:00:52Z,2014-10-08T00:32:00Z,40436,2014-10-08T00:32:00.430622Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,4
30252427,2014-10-08T11:17:13Z,2014-10-08T11:47:44Z,23588,2014-10-08T11:47:43.723096Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,13
30252018,2014-10-08T17:51:19Z,2014-10-08T17:55:33Z,136,2014-10-08T17:55:33.394839Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,6
30252050,2014-10-08T17:54:21Z,2014-10-08T18:03:34Z,449,2014-10-08T18:03:33.578242Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,5
30251991,2014-10-08T18:02:29Z,2014-10-08T18:04:54Z,59,2014-10-08T18:04:54.190199Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,4
30251975,2014-10-08T18:04:06Z,2014-10-08T18:06:52Z,84,2014-10-08T18:06:51.537537Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,2
30252215,2014-10-08T18:06:43Z,2014-10-08T18:37:35Z,2956,2014-10-08T18:37:34.582928Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,4
30251853,2014-10-08T18:56:29Z,2014-10-08T18:59:33Z,107,2014-10-08T18:59:33.385562Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,3
30251771,2014-10-08T18:58:54Z,2014-10-08T19:05:27Z,218,2014-10-08T19:05:27.426761Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,4
30252060,2014-10-08T19:03:31Z,2014-10-08T19:34:22Z,7418,2014-10-08T19:34:21.551318Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,9
30252147,2014-10-08T21:08:14Z,2014-10-08T21:38:57Z,19044,2014-10-08T21:38:57.123526Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,10
30251726,2014-10-09T02:26:27Z,2014-10-09T02:58:06Z,56965,2014-10-09T02:58:05.956471Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,13
30251340,2014-10-09T18:18:12Z,2014-10-09T18:49:14Z,27426,2014-10-09T18:49:13.675056Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,34
30251171,2014-10-10T01:56:07Z,2014-10-10T02:26:49Z,250657,2014-10-10T02:26:48.538711Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,18
30250380,2014-10-12T23:34:44Z,2014-10-13T00:05:29Z,795929,2014-10-13T00:05:28.905624Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,253
30250066,2014-10-22T04:45:24Z,2014-10-22T04:53:36Z,406,2014-10-22T04:53:36.498958Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,133
30250486,2014-10-22T04:52:32Z,2014-10-22T05:23:05Z,18268,2014-10-22T05:23:04.884269Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,168
30250299,2014-10-22T09:58:04Z,2014-10-22T10:28:38Z,137103,2014-10-22T10:28:37.695738Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,4754
30250243,2014-10-24T00:46:39Z,2014-10-24T01:17:15Z,10893,2014-10-24T01:17:15.206157Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,222
30250278,2014-10-24T03:48:29Z,2014-10-24T04:19:06Z,81673,2014-10-24T04:19:06.067145Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,130
30250263,2014-10-25T02:30:04Z,2014-10-25T03:00:37Z,9617,2014-10-25T03:00:36.86077Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,154
30250195,2014-10-25T05:13:45Z,2014-10-25T05:44:21Z,48856,2014-10-25T05:44:21.402515Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,122
30250128,2014-10-25T18:48:38Z,2014-10-25T19:19:19Z,29469,2014-10-25T19:19:18.968841Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,78
30249751,2014-10-26T03:01:17Z,2014-10-26T03:32:09Z,7686,2014-10-26T03:32:09.066525Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,42
30249753,2014-10-26T05:10:09Z,2014-10-26T05:40:49Z,95937,2014-10-26T05:40:48.539938Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,32
30249679,2014-10-27T07:50:27Z,2014-10-27T08:21:00Z,47932,2014-10-27T08:20:59.94048Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,24
30249556,2014-10-27T21:10:24Z,2014-10-27T21:41:11Z,47912,2014-10-27T21:41:10.560199Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,73
30249306,2014-10-28T10:30:22Z,2014-10-28T11:00:53Z,614854,2014-10-28T11:00:52.650836Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,429
30249166,2014-11-04T13:19:53Z,2014-11-04T13:50:23Z,103236,2014-11-04T13:50:22.728754Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,28
30249231,2014-11-05T18:01:38Z,2014-11-05T18:32:32Z,354467,2014-11-05T18:32:32.211019Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,50
30249206,2014-11-09T20:30:45Z,2014-11-09T21:01:44Z,60637,2014-11-09T21:01:43.967109Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,20
30248743,2014-11-10T13:26:24Z,2014-11-10T13:32:48Z,292,2014-11-10T13:32:48.10762Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,11
30248964,2014-11-10T13:32:08Z,2014-11-10T14:02:37Z,5267,2014-11-10T14:02:36.63311Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,24
30249056,2014-11-10T15:01:43Z,2014-11-10T15:32:19Z,330505,2014-11-10T15:32:19.076032Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,93
30248907,2014-11-14T10:52:49Z,2014-11-14T11:23:33Z,331341,2014-11-14T11:23:33.446361Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,108
30248584,2014-11-18T06:56:03Z,2014-11-18T07:11:24Z,817,2014-11-18T07:11:23.702352Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,23
30248821,2014-11-18T07:09:57Z,2014-11-18T07:40:30Z,158494,2014-11-18T07:40:29.678009Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,108
30248865,2014-11-20T03:12:02Z,2014-11-20T03:42:50Z,134497,2014-11-20T03:42:50.094725Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,322
30248442,2014-11-21T16:35:23Z,2014-11-21T16:48:41Z,412,2014-11-21T16:48:41.369208Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,92
30248756,2014-11-21T16:44:10Z,2014-11-21T17:14:39Z,35147,2014-11-21T17:14:39.486167Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,135
43210359,2014-11-21T22:31:45Z,2014-11-20T11:09:54Z,1163,2014-11-20T11:09:54.330626Z,"Pokemon Stadium 2 - Final match",highlight,9204
30248788,2014-11-22T02:30:17Z,2014-11-22T03:00:49Z,225770,2014-11-22T03:00:48.795035Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,708
30248834,2014-11-24T17:15:04Z,2014-11-24T17:45:42Z,124022,2014-11-24T17:45:42.006281Z,"Untitled Broadcast",archive,83
30248582,2014-11-26T03:14:14Z,2014-11-26T03:44:48Z,335689,2014-11-26T03:44:47.697328Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,383
30248644,2014-11-30T00:31:14Z,2014-11-30T01:01:39Z,85517,2014-11-30T01:01:39.497212Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,277
30248542,2014-12-01T00:18:38Z,2014-12-01T00:49:07Z,96079,2014-12-01T00:49:06.645666Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,258
30248369,2014-12-02T03:00:56Z,2014-12-02T03:31:37Z,1910,2014-12-02T03:31:36.879931Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,75
30248543,2014-12-02T03:33:35Z,2014-12-02T04:04:26Z,9585,2014-12-02T04:04:26.408664Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,36
30248474,2014-12-02T06:14:49Z,2014-12-02T06:45:09Z,1676,2014-12-02T06:45:08.777202Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,22
30248500,2014-12-02T06:43:15Z,2014-12-02T07:13:51Z,61753,2014-12-02T07:13:50.533916Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,33
30248457,2014-12-02T23:53:49Z,2014-12-03T00:24:24Z,87940,2014-12-03T00:24:23.651564Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,30
30248563,2014-12-04T00:20:59Z,2014-12-04T00:51:46Z,96063,2014-12-04T00:51:45.984028Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,145
30248067,2014-12-05T03:02:22Z,2014-12-05T03:04:16Z,38,2014-12-05T03:04:15.513908Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,125
30248418,2014-12-05T03:03:15Z,2014-12-05T03:33:59Z,2494,2014-12-05T03:33:58.983788Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,183
30248346,2014-12-05T03:46:34Z,2014-12-05T04:17:24Z,4843,2014-12-05T04:17:24.183297Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,225
30248018,2014-12-05T05:08:08Z,2014-12-05T05:10:33Z,61,2014-12-05T05:10:33.14798Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,53
30248415,2014-12-05T05:09:27Z,2014-12-05T05:40:20Z,237016,2014-12-05T05:40:20.047353Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,148
30247990,2014-12-07T23:46:46Z,2014-12-07T23:48:54Z,53,2014-12-07T23:48:53.604288Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,19
30247978,2014-12-07T23:48:06Z,2014-12-07T23:59:44Z,593,2014-12-07T23:59:44.191013Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,27
30248271,2014-12-08T01:24:33Z,2014-12-08T01:55:19Z,13313,2014-12-08T01:55:18.651353Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,50
30248150,2014-12-08T05:10:21Z,2014-12-08T05:41:02Z,432335,2014-12-08T05:41:01.742457Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,225
3604116,2014-12-13T05:19:20Z,2014-12-13T05:19:42Z,640829,2014-12-13T05:19:41.836587Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,346
3623856,2014-12-20T15:49:53Z,2014-12-20T15:50:16Z,31843,2014-12-20T15:50:16.001116Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,65
3624987,2014-12-21T00:40:12Z,2014-12-21T00:40:34Z,4328,2014-12-21T00:40:34.477229Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,16
3625143,2014-12-21T01:53:06Z,2014-12-21T01:53:29Z,103,2014-12-21T01:53:28.740419Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,9
3625154,2014-12-21T01:55:37Z,2014-12-21T01:55:58Z,6699,2014-12-21T01:55:57.938606Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,24
3625391,2014-12-21T03:47:37Z,2014-12-21T03:47:58Z,13199,2014-12-21T03:47:58.280753Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,18
30247792,2014-12-21T07:27:58Z,2014-12-21T07:30:02Z,46,2014-12-21T07:30:02.28039Z,"Twitch Plays Pokemon (Enter buttons via chat!!!)",archive,15
3625699,2014-12-21T07:29:06Z,2014-12-21T07:29:27Z,360,2014-12-21T07:29:27.16884Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,33
3625708,2014-12-21T07:35:42Z,2014-12-21T07:36:01Z,95500,2014-12-21T07:36:01.112048Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,35
3628458,2014-12-22T10:08:00Z,2014-12-22T10:08:21Z,107216,2014-12-22T10:08:21.206556Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,33
3631389,2014-12-23T15:55:38Z,2014-12-23T15:55:58Z,228749,2014-12-23T15:55:57.602281Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,47
3637268,2014-12-26T07:27:33Z,2014-12-26T07:27:54Z,572797,2014-12-26T07:27:53.613254Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,27
3653143,2015-01-01T22:35:33Z,2015-01-01T22:35:54Z,39594,2015-01-01T22:35:53.982871Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,45
3654251,2015-01-02T09:36:51Z,2015-01-02T09:37:12Z,174799,2015-01-02T09:37:12.003101Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,39
3659649,2015-01-04T10:10:35Z,2015-01-04T10:10:58Z,286298,2015-01-04T10:10:58.476111Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,51
3668212,2015-01-07T17:42:56Z,2015-01-07T17:43:18Z,45,2015-01-07T17:43:17.934237Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,35
3668216,2015-01-07T17:44:19Z,2015-01-07T17:44:40Z,613,2015-01-07T17:44:40.121493Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,31
3668236,2015-01-07T17:56:26Z,2015-01-07T17:56:47Z,549,2015-01-07T17:56:47.350303Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,16
3668259,2015-01-07T18:06:51Z,2015-01-07T18:07:12Z,377,2015-01-07T18:07:12.018679Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,15
3668277,2015-01-07T18:14:21Z,2015-01-07T18:14:42Z,247084,2015-01-07T18:14:42.150323Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,83
3676768,2015-01-10T14:53:11Z,2015-01-10T14:53:34Z,615904,2015-01-10T14:53:33.906283Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,52
3698821,2015-01-17T17:59:35Z,2015-01-17T17:59:57Z,244534,2015-01-17T17:59:56.651755Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,83
3707790,2015-01-20T13:54:40Z,2015-01-20T13:55:02Z,208779,2015-01-20T13:55:02.455024Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,71
3715777,2015-01-22T23:53:53Z,2015-01-22T23:54:16Z,340930,2015-01-22T23:54:15.636712Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,35
3726786,2015-01-26T22:38:41Z,2015-01-26T22:39:02Z,76,2015-01-26T22:39:02.431792Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,10
3726799,2015-01-26T22:41:24Z,2015-01-26T22:41:47Z,31131,2015-01-26T22:41:46.864297Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,25
3728005,2015-01-27T07:21:31Z,2015-01-27T07:21:55Z,1427,2015-01-27T07:21:55.028132Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
3728035,2015-01-27T07:46:33Z,2015-01-27T07:46:55Z,44048,2015-01-27T07:46:54.539294Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,3
